詳細,発句（俳句）,読み,季題１,出典
18261,さをしかの何やら詠(む)はつ時雨,さをしかの　なにやらながむ　はつしぐれ,5冬,七番日記
18262,しぐるゝや家にしあらば初時雨,しぐるるや　いえにしあらば　はつしぐれ,5冬,七番日記
18263,初時雨走り入けり山の家,はつしぐれ　はしりいりけり　やまのいえ,5冬,七番日記
18264,やあしばらく?（こほろぎ）だまれ初時雨,やあしばらく　こおろぎだまれ　はつしぐれ,5冬,七番日記
18265,やあしばらく蝉だまれ初時雨,やあしばらく　せみだまれ　はつしぐれ,5冬,遺稿
18266,湯けぶりやそよとあしらふ初時雨,ゆけぶりや　そよとあしらう　はつしぐれ,5冬,梅塵抄録本
18267,湯けぶりがそよとあしらふ初時雨,ゆけぶりが　そよとあしらう　はつしぐれ,5冬,発句鈔追加
18268,午島の午も鳴べき初時雨,うしじまの　うしもなくべき　はつしぐれ,5冬,七番日記
18269,狗の俵踏まへてはつ時雨,えのころの　たわらふまえて　はつしぐれ,5冬,七番日記
18270,黒門やかざり手桶の初時雨,くろもんや　かざりておけの　はつしぐれ,5冬,七番日記
18271,米と銭篩分けゝり初時雨,こめとぜに　ふるいわけけり　はつしぐれ,5冬,七番日記
18272,萩垣やかざり雪隠や初時雨,はぎがきや　かざりせっちんや　はつしぐれ　,5冬,七番日記
18273,曲り所やざぶりと思へ初時雨,まがりどや　ざぶりとおもへ　はつしぐれ,5冬,七番日記
18274,薪の山俵の山やはつ時雨,まきのやま　たわらのやまや　はつしぐれ,5冬,七番日記
18275,餅のなる木も植えたしや初時雨,もちのなる　きもうえたしや　はつしぐれ,5冬,七番日記
18276,酒飯のぽつぽとけぶるはつ時雨,さけめしの　ぽつぽとけぶる　はつしぐれ,5冬,七番日記
18277,柴栗のしば～ゑみて初時雨,しばぐりの　しばしばえみて　はつしぐれ,5冬,七番日記
18278,陶の杉の葉そよぐはつ時雨,すえものの　すぎのはそよぐ　はつしぐれ,5冬,七番日記
18279,三ッ指でつくばを押せばはつ時雨,みつゆびで　つくばをおせば　はつしぐれ,5冬,七番日記
18280,過分だぞ送(つ)てくれし初時雨,かぶんだぞ　おくってくれし　はつしぐれ,5冬,七番日記
18281,義仲寺や拙者も是にはつ時雨,ぎちゅうじや　せっしゃもこれに　はつしぐれ,5冬,七番日記
18282,義仲寺はあれに候はつ時雨,ぎちゅうじは　あれにそうろう　はつしぐれ,5冬,七番日記
18283,淋しさの上ぬりしたり初時雨,さびしさの　うわぬりしたり　はつしぐれ,5冬,七番日記
18284,太義ぞよおくつて来たる初時雨,たいぎぞよ　おくつてきたる　はつしぐれ,5冬,七番日記
18285,婆ゝがつく鐘さへみへて初時雨,ばばがつく　かねさえみえて　はつしぐれ,5冬,七番日記
18286,干栗の数珠もいく連初時雨,ほしぐりの　じゅずもいくれん　はつしぐれ,5冬,七番日記
18287,干栗の数珠も四五連初時雨,ほしぐりの　じゅずもしごれん　はつしぐれ,5冬,七番日記
18288,夕飯の膳配りけり初夕時雨,ゆうめしの　ぜんくばりけり　はつゆうしぐれ,5冬,七番日記
18289,門雀四の五のいふなはつ時雨,もんすずめ　しのごのいうな　はつしぐれ,5冬,七番日記
18290,旅人の悪口す也初時雨,たびびとの　わるぐちすなり　はつしぐれ,5冬,七番日記
18291,池主の鯉屋も祝へはつ時雨,いけぬしの　こいやもいわえ　はつしぐれ,5冬,八番日記
18292,夕山やそば切色のはつ時雨,ゆうやまや　そばきりいろの　はつしぐれ,5冬,八番日記
18293,国がらやそば切色のはつ時雨,くにがらや　そばきりいろの　はつしぐれ,5冬,希杖本
18294,遠山に野火が付たぞ初時雨,とおやまに　のびがついたぞ　はつしぐれ,5冬,八番日記
18295,初しぐれ松笠なんど拾うよ,はつしぐれ　まつかさなんど　ひろうよ,5冬,発句類題集
18296,座敷から湯(に)飛入るや初時雨,ざしきから　ゆにとびいるや　はつしぐれ,5冬,八番日記
18297,座敷から湯に飛込や初時雨,ざしきから　ゆにとびこむや　はつしぐれ,5冬,梅塵八番他
18298,丈たけの箕をかぶる子やはつ時雨,せいたけの　みのをかぶるこや　はつしぐれ,5冬,文政句帖
18299,素湯を煮る伝受すむ也はつ時雨,さゆをにる　でんじゅすむなり　はつしぐれ,5冬,文政句帖
18300,雀踏む程は菜もありはつ時雨,すずめふむ　ほどはなもあり　はつしぐれ,5冬,嘉永版
18301,初時雨夕飯買に出たりけり,はつしぐれ　ゆうめしかいに　でたりけり,5冬,文政句版
18302,洛陽やちとも曲らぬ初時雨,らくようや　ちともまがらぬ　はつしぐれ,5冬,希杖本
18303,人に見し時雨をけふはあひにけり,ひとにみし　しぐれをきょうは　あひにけり,5冬,寛政三紀行
18304,塚の土いたゞひてふるしぐれかな,つかのつち　いただいてふる　しぐれかな,5冬,しぐれ会
18305,牲にもれし鹿かよ夕時雨,いけにえに　もれししかかよ　ゆうしぐれ,5冬,享和句帖
18306,一時に二ッ時雨し山家哉,いっときに　ふたつしぐれし　やまがかな,5冬,享和句帖
18307,北時雨火をたく顔のきな(く)さき,きたしぐれ　ひをたくかおの　きなくさき,5冬,享和句帖
18308,けぶり立隣の家を時雨哉,けぶりたつ　となりのいえを　しぐれかな,5冬,享和句帖
18309,しぐるゝや牛に引かれて善光寺,しぐるるや　うしにひかれて　ぜんこうじ,5冬,享和句帖
18310,城きづくつくりの松に時雨哉,しろきずく　つくりのまつに　しぐれかな,5冬,享和句帖
18311,吹かれ～時雨来にけり痩男,ふかれふかれ　しぐれきにけり　やせおとこ,5冬,享和句帖
18312,山の家たがひ違ひに時雨哉,やまのいえ　たがいちがいに　しぐれかな,5冬,享和句帖
18313,夕時雨馬も故郷へ向て嘶,ゆうしぐれ　うまもこきょうへ　むいてなく,5冬,享和句帖
18314,北しぐれ馬も故郷へ向て嘶,きたしぐれ　うまもこきょうへ　むいてなく,5冬,享和句帖
18315,しぐるゝや馬も故郷へ向て嘶,しぐるるや　うまもこきょうへ　むいてなく,5冬,文化句帖
18316,夕時雨すつくり立や田鶴,ゆうしぐれ　すっくりたつや　たんぼづる,5冬,享和句帖
18317,行人が此炉も見なん夕時雨,ゆくひとが　このろもみなん　ゆうしぐれ,5冬,享和句帖
18318,夜時雨の顔を見せけり親の門,よしぐれの　かおをみせけり　おやのかど,5冬,享和句帖
18319,我上にふりし時雨や上総山,わがうえに　ふりししぐれや　かずさやま,5冬,享和句帖
18320,さはつても時雨さう也ちゝぶ山,さわつても　しぐれそうなり　ちちぶやま,5冬,文化句帖
18321,しぐれねば夜も明ぬ也片山家,しぐれねば　よもあけぬなり　かたやまが,5冬,文化句帖
18322,しぐるゝや生れぬ先の門榎,しぐるるや　うまれぬさきの　かどえのき,5冬,文化句帖
18323,時雨や前見し家は先の沢,しぐれや　まえみしいえは　さきのさわ,5冬,文化句帖
18324,なよ竹や時雨ぬ前もうつくしき,なよだけや　しぐれぬまえも　うつくしき,5冬,文化句帖
18325,寝始る其夜を竹の時雨哉,ねはじめる　そのよをたけの　しぐれかな,5冬,文化句帖
18326,死べたと山や思はん夕時雨,しにべたと　やまやおもわん　ゆうしぐれ,5冬,文化句帖
18327,鶴をよぶ人から先へ時雨哉,つるをよぶ　ひとからさきへ　しぐれかな,5冬,文化句帖
18328,もろ～の智者達何といふ時雨,もろもろの　ちしゃたちなんと　いうしぐれ,5冬,文化句帖
18329,ろく～に時雨もふらぬ垣根哉,ろくろくに　しぐれもふらぬ　かきねかな,5冬,文化句帖
18330,夕暮や茶笊仕かへて待時雨,ゆうぐれや　ちゃざるつかえて　まつしぐれ,5冬,文化句帖
18331,梅干の種をなげても時雨哉,うめぼしの　たねをなげても　しぐれかな,5冬,文化句帖
18332,切株の茸かたまる時雨哉,きりかぶの　きのこかたまる　しぐれかな,5冬,文化句帖
18333,むさしのや腰から下を一時雨,むさしのや　こしからしたを　ひとしぐれ,5冬,文化句帖
18334,痩竹も夜は時雨の便り哉,やせだけも　よるはしぐれの　たよりかな,5冬,文化句帖
18335,夜登城におの～時雨支度哉,よとじょうに　おのおのしぐれ　じたくかな,5冬,文化句帖
18336,我と山とかはる～゛に時雨哉,われとやまと　かわるがわるに　しぐれかな　,5冬,文化句帖
18337,人のみか松もとしよるむら時雨,ひとのみか　まつもとしよる　むらしぐれ,5冬,文化句帖
18338,木兎のたはいなく寝る時雨哉,みみづくの　たわいなくねる　しぐれかな,5冬,文化句帖
18339,山～も袖に馴たる時雨哉,やまやまも　そでになれたる　しぐれかな,5冬,文化句帖
18340,山々の袖に馴たる時雨哉,やまやまの　そでになれたる　しぐれかな,5冬,発句題叢他
18341,門の松淋しがらすなやよ時雨,かどのまつ　さびしがらすな　やよしぐれ,5冬,七番日記
18342,しぐるゝや雀も口につかはるゝ,しぐるるや　すずめもくちに　つかわるる,5冬,七番日記
18343,しぐるゝや苦い御顔の仏達,しぐるるや　にがいおかおの　ほとけたち,5冬,七番日記
18344,誰ためにしぐれておはす仏哉,たがために　しぐれておわす　ほとけかな,5冬,七番日記
18345,人のためしぐれておはす仏哉,ひとのため　しぐれておわす　ほとけかな,5冬,七番日記他
18346,身代にしぐれておはす仏哉,みがわりに　しぐれておわす　ほとけかな,5冬,八番日記
18347,寝莚にさつと時雨の明り哉,ねむしろに　さっとしぐれの　あかりかな,5冬,七番日記
18348,蕗の葉に酒飯くるむ時雨哉,ふきのはに　さけめしくるむ　しぐれかな,5冬,七番日記
18349,又犬にけつまづき(け)り小夜時雨,またいぬに　けつまづきけり　さよしぐれ,5冬,七番日記
18350,山里は槌ならしても時雨けり,やまざとは　つちならしても　しぐれけり,5冬,七番日記
18351,此時雨なぜおそいとや鳴烏,このしぐれ　なぜおそいとや　なくからす,5冬,我春集
18352,しぐるゝや軒にはぜたる梅もどき,しぐるるや　のきにはぜたる　うめもどき,5冬,七番日記
18353,時雨して名札吹るゝ俵哉,しぐれして　なふだふかるる　たわらかな,5冬,七番日記
18354,地蔵様あるは倒れてむら時雨,じぞうさま　あるはたおれて　むらしぐれ,5冬,七番日記
18355,松蒔て十三年の時雨哉,まつまきて　じゅうさんねんの　しぐれかな,5冬,我春集
